# HR Domain Intent Dictionary
# Format: INTENT_NAME<TAB>発話例
# Encoding: UTF-8

# ── 有給・休暇申請 ────────────────────────────────────────────────
LEAVE_REQUEST	来週月曜日から3日間有給休暇を取りたいのですが申請方法を教えてください
LEAVE_REQUEST	12月24日から12月26日まで年次有給を申請したい
LEAVE_REQUEST	来月の頭に1週間夏季休暇を取得したい
LEAVE_REQUEST	慶弔休暇を申請したいのですが手続きはどうすればいいですか
LEAVE_REQUEST	産休・育休に入る予定なので休暇の申請をしたい
LEAVE_REQUEST	代休が2日残っているので今週金曜日に消化したい
LEAVE_REQUEST	特別休暇を利用したいです。申請フォームはどこですか
LEAVE_REQUEST	急遽体調不良で明日から有給を取得したい
LEAVE_REQUEST	年末に有給を3日連続取得したいが空き状況を確認してほしい
LEAVE_REQUEST	介護休暇の取得を検討しています。申請の流れを教えてください
LEAVE_REQUEST	5月1日から1日の有給申請をお願いします
LEAVE_REQUEST	結婚式のために特別休暇を申請したい

# ── 有給残数・休暇残日数照会 ──────────────────────────────────────
LEAVE_BALANCE_INQUIRY	現在の有給残日数を確認したい
LEAVE_BALANCE_INQUIRY	今年の有給はあと何日残っていますか
LEAVE_BALANCE_INQUIRY	代休の残りは何日ありますか
LEAVE_BALANCE_INQUIRY	自分の年次有給残高を教えてください
LEAVE_BALANCE_INQUIRY	有給の消滅期限っていつですか？残日数も教えてほしい
LEAVE_BALANCE_INQUIRY	私の有給休暇の付与日数と取得済み日数を確認したい
LEAVE_BALANCE_INQUIRY	今年度の休暇取得状況を知りたい
LEAVE_BALANCE_INQUIRY	育休前に有給残日数を把握しておきたい
LEAVE_BALANCE_INQUIRY	半休を使うと残日数はどう変わりますか
LEAVE_BALANCE_INQUIRY	前期から繰り越された有給は何日ありますか
LEAVE_BALANCE_INQUIRY	特別休暇の種別ごとの残り日数を見たい

# ── 給与照会・明細 ────────────────────────────────────────────────
PAYROLL_INQUIRY	今月の給与明細を確認したい
PAYROLL_INQUIRY	先月の給与明細はどこで見られますか
PAYROLL_INQUIRY	給料の振込日はいつですか
PAYROLL_INQUIRY	3月分の給与明細をPDFで送ってほしい
PAYROLL_INQUIRY	給与の控除内訳を確認したいのですが
PAYROLL_INQUIRY	時間外手当が正しく反映されているか給与明細を見たい
PAYROLL_INQUIRY	社会保険料の計算根拠を教えてください
PAYROLL_INQUIRY	年収を確認したいのですがどこで見られますか
PAYROLL_INQUIRY	賞与の支給額を確認したい
PAYROLL_INQUIRY	給与明細に記載の交通費と実費が合っていないようです
PAYROLL_INQUIRY	給与が想定より少ないので明細を確認したい
PAYROLL_INQUIRY	住宅手当が正しく反映されているか確認したい

# ── 経費精算 ──────────────────────────────────────────────────────
EXPENSE_REIMBURSEMENT	先週の出張で使った経費3,200円を精算したい
EXPENSE_REIMBURSEMENT	交通費の精算申請をしたいのですがどうすればいいですか
EXPENSE_REIMBURSEMENT	経費精算フォームを教えてください
EXPENSE_REIMBURSEMENT	領収書をなくしてしまいましたが経費申請できますか
EXPENSE_REIMBURSEMENT	接待費12,500円の精算を申請したい
EXPENSE_REIMBURSEMENT	出張費の精算期限はいつまでですか
EXPENSE_REIMBURSEMENT	立替払いした経費の戻しはいつ振り込まれますか
EXPENSE_REIMBURSEMENT	タクシー代2,800円を経費で落としたい
EXPENSE_REIMBURSEMENT	経費精算の承認ステータスを確認したい
EXPENSE_REIMBURSEMENT	セミナー参加費5,000円を会社負担にしてもらいたい
EXPENSE_REIMBURSEMENT	経費申請が差し戻されました。理由と再申請方法を教えてください

# ── 勤怠修正 ──────────────────────────────────────────────────────
ATTENDANCE_CORRECTION	昨日の出勤時刻を打ち忘れたので修正したい
ATTENDANCE_CORRECTION	退勤打刻のミスがありました。正しい時刻に直してほしい
ATTENDANCE_CORRECTION	先週水曜日の勤怠記録が間違っています。修正依頼をしたい
ATTENDANCE_CORRECTION	在宅勤務の勤怠が正しく登録されていないので直してください
ATTENDANCE_CORRECTION	時間外勤務の実績が反映されていません。確認をお願いします
ATTENDANCE_CORRECTION	深夜残業の勤怠入力を忘れてしまいました
ATTENDANCE_CORRECTION	フレックスの勤怠記録を修正したい
ATTENDANCE_CORRECTION	有給申請済みなのに欠勤扱いになっています
ATTENDANCE_CORRECTION	出張中の移動時間が勤務時間に入っていません
ATTENDANCE_CORRECTION	勤怠の修正申請フォームはどこにありますか
ATTENDANCE_CORRECTION	先月の勤怠集計に誤りがあります

# ── 入社手続き・オンボーディング ────────────────────────────────
ONBOARDING	来月入社予定の新入社員ですが必要書類を教えてください
ONBOARDING	オンボーディング研修のスケジュールを確認したい
ONBOARDING	入社手続きで提出が必要な書類リストを送ってほしい
ONBOARDING	マイナンバーの提出方法を教えてください
ONBOARDING	社員証や備品の受け取りはどこで行いますか
ONBOARDING	PCや社用メールのセットアップ手順を知りたい
ONBOARDING	入社誓約書はいつまでに提出する必要がありますか
ONBOARDING	扶養控除等申告書はいつ提出すればよいですか
ONBOARDING	健康保険や厚生年金の手続き方法を教えてください
ONBOARDING	試用期間の条件と終了後の手続きについて知りたい
ONBOARDING	新入社員向けのハンドブックや就業規則はどこで確認できますか
ONBOARDING	メンター制度について詳しく教えてください

# ── 退職手続き ────────────────────────────────────────────────────
OFFBOARDING	退職を考えているのですが手続きの流れを教えてください
OFFBOARDING	退職願と退職届の違いを教えてほしい
OFFBOARDING	退職時に返却が必要なものは何ですか
OFFBOARDING	離職票と退職証明書はいつ発行されますか
OFFBOARDING	退職後の健康保険の継続手続きを知りたい
OFFBOARDING	有給の消化と退職日の調整について相談したい
OFFBOARDING	退職金の計算方法と支給時期を教えてください
OFFBOARDING	退職後の源泉徴収票の受け取り方法を教えてください
OFFBOARDING	業務引き継ぎのスケジュールについて人事と相談したい
OFFBOARDING	退職後にiDeCo/確定拠出年金はどうなりますか
OFFBOARDING	最終出勤日と有給消化期間の設定について相談したい

# ── 福利厚生照会 ──────────────────────────────────────────────────
BENEFITS_INQUIRY	会社の福利厚生制度を一覧で教えてください
BENEFITS_INQUIRY	住宅手当の申請条件と金額を確認したい
BENEFITS_INQUIRY	育児支援制度について詳しく教えてほしい
BENEFITS_INQUIRY	財形貯蓄の加入や変更手続き方法を知りたい
BENEFITS_INQUIRY	健康診断の受診方法と対象検査を教えてください
BENEFITS_INQUIRY	持株会への加入を検討しています。条件を教えてください
BENEFITS_INQUIRY	家族手当を受け取るための条件は何ですか
BENEFITS_INQUIRY	カフェテリアプランのポイント残高を確認したい
BENEFITS_INQUIRY	通勤手当の上限額と申請方法を教えてください
BENEFITS_INQUIRY	リモートワーク手当は申請が必要ですか
BENEFITS_INQUIRY	確定拠出年金の掛金を変更したい
BENEFITS_INQUIRY	社員割引制度が利用できるサービスを知りたい

# ── 研修申込 ──────────────────────────────────────────────────────
TRAINING_ENROLLMENT	来月開催のリーダーシップ研修に申し込みたい
TRAINING_ENROLLMENT	今期受講できる研修の一覧を見たい
TRAINING_ENROLLMENT	英語研修プログラムへの参加を申請したい
TRAINING_ENROLLMENT	eラーニングのアカウントが発行されていません
TRAINING_ENROLLMENT	コンプライアンス研修の受講期限を確認したい
TRAINING_ENROLLMENT	外部セミナーへの参加を会社として申請したい
